0	-85.107421875	-68.017578125	-69.189453125	-69.580078125	-70.263671875	-70.458984375	-70.99609375
0.2	-85.107421875	-68.06640625	-69.23828125	-69.62890625	-70.263671875	-70.41015625	-70.99609375
0.4	-85.107421875	-68.017578125	-69.189453125	-69.580078125	-70.263671875	-70.41015625	-70.99609375
0.6	-85.107421875	-68.06640625	-69.189453125	-69.62890625	-70.21484375	-70.41015625	-70.947265625
0.8	-85.107421875	-68.06640625	-69.189453125	-69.62890625	-70.263671875	-70.41015625	-70.947265625
1	-85.107421875	-68.017578125	-69.23828125	-69.62890625	-70.263671875	-70.41015625	-70.947265625
1.2	-85.107421875	-68.017578125	-69.189453125	-69.62890625	-70.263671875	-70.361328125	-70.99609375
1.4	-85.107421875	-68.017578125	-69.189453125	-69.62890625	-70.263671875	-70.41015625	-70.947265625
1.6	-85.15625	-68.06640625	-69.189453125	-69.677734375	-70.263671875	-70.361328125	-70.947265625
1.8	-85.107421875	-68.06640625	-69.23828125	-69.62890625	-70.3125	-70.41015625	-70.947265625
2	-85.107421875	-68.06640625	-69.189453125	-69.677734375	-70.3125	-70.361328125	-70.947265625
2.2	-85.107421875	-68.06640625	-69.189453125	-69.677734375	-70.263671875	-70.361328125	-70.99609375
2.4	-85.107421875	-68.017578125	-69.189453125	-69.677734375	-70.3125	-70.41015625	-70.947265625
2.6	-85.107421875	-68.06640625	-69.189453125	-69.677734375	-70.263671875	-70.41015625	-70.99609375
2.8	-85.15625	-68.06640625	-69.140625	-69.62890625	-70.3125	-70.41015625	-70.947265625
3	-85.107421875	-68.06640625	-69.140625	-69.677734375	-70.263671875	-70.41015625	-70.947265625
3.2	-85.15625	-68.017578125	-69.189453125	-69.7265625	-70.263671875	-70.361328125	-70.947265625
3.4	-85.15625	-68.017578125	-69.189453125	-69.7265625	-70.263671875	-70.361328125	-70.947265625
3.6	-85.107421875	-68.06640625	-69.189453125	-69.677734375	-70.3125	-70.361328125	-70.947265625
3.8	-85.107421875	-68.06640625	-69.140625	-69.677734375	-70.263671875	-70.361328125	-70.99609375
4	-85.15625	-68.06640625	-69.140625	-69.7265625	-70.3125	-70.361328125	-70.947265625
4.2	-85.15625	-68.06640625	-69.140625	-69.677734375	-70.3125	-70.361328125	-70.99609375
4.4	-85.107421875	-68.06640625	-69.189453125	-69.677734375	-70.263671875	-70.361328125	-70.947265625
4.6	-85.15625	-68.06640625	-69.189453125	-69.677734375	-70.263671875	-70.361328125	-70.947265625
4.8	-85.107421875	-68.115234375	-69.189453125	-69.62890625	-70.263671875	-70.361328125	-70.947265625
5	-85.15625	-68.06640625	-69.189453125	-69.62890625	-70.21484375	-70.361328125	-70.947265625
5.2	-85.205078125	-68.017578125	-69.140625	-69.62890625	-70.3125	-70.361328125	-70.947265625
5.4	-85.15625	-68.06640625	-69.189453125	-69.62890625	-70.263671875	-70.361328125	-70.99609375
5.6	-85.15625	-68.017578125	-69.140625	-69.677734375	-70.263671875	-70.3125	-70.947265625
5.8	-85.15625	-68.017578125	-69.189453125	-69.677734375	-70.263671875	-70.3125	-70.947265625
6	-85.15625	-68.017578125	-69.189453125	-69.62890625	-70.263671875	-70.3125	-70.947265625
6.2	-85.15625	-68.017578125	-69.140625	-69.62890625	-70.263671875	-70.3125	-70.947265625
6.4	-85.15625	-68.017578125	-69.189453125	-69.62890625	-70.263671875	-70.3125	-70.947265625
6.6	-85.15625	-67.96875	-69.189453125	-69.580078125	-70.3125	-70.263671875	-70.99609375
6.8	-85.15625	-67.96875	-69.140625	-69.62890625	-70.3125	-70.3125	-70.947265625
7	-85.15625	-67.96875	-69.140625	-69.62890625	-70.263671875	-70.361328125	-70.947265625
7.2	-85.15625	-67.96875	-69.140625	-69.62890625	-70.263671875	-70.3125	-70.947265625
7.4	-85.205078125	-67.96875	-69.140625	-69.62890625	-70.3125	-70.3125	-70.947265625
7.6	-85.15625	-67.96875	-69.140625	-69.62890625	-70.21484375	-70.3125	-70.947265625
7.8	-85.15625	-67.96875	-69.140625	-69.62890625	-70.263671875	-70.3125	-70.947265625
8	-85.15625	-68.017578125	-69.140625	-69.62890625	-70.263671875	-70.3125	-70.947265625
8.2	-85.15625	-68.017578125	-69.189453125	-69.62890625	-70.263671875	-70.3125	-70.99609375
8.4	-85.205078125	-67.96875	-69.189453125	-69.677734375	-70.263671875	-70.3125	-70.947265625
8.6	-85.205078125	-67.96875	-69.189453125	-69.677734375	-70.263671875	-70.3125	-70.947265625
8.8	-85.205078125	-67.96875	-69.23828125	-69.677734375	-70.263671875	-70.3125	-70.947265625
9	-85.15625	-67.96875	-69.189453125	-69.677734375	-70.263671875	-70.3125	-70.8984375
9.2	-85.205078125	-68.017578125	-69.23828125	-69.62890625	-70.263671875	-70.263671875	-70.947265625
9.4	-85.205078125	-68.017578125	-69.23828125	-69.62890625	-70.21484375	-70.263671875	-70.947265625
9.6	-85.25390625	-67.96875	-69.23828125	-69.62890625	-70.263671875	-70.263671875	-70.947265625
9.8	-85.205078125	-67.96875	-69.23828125	-69.677734375	-70.263671875	-70.263671875	-70.947265625
10	-85.15625	-68.017578125	-69.23828125	-69.62890625	-70.21484375	-70.263671875	-70.947265625
10.2	-85.205078125	-67.96875	-69.23828125	-69.62890625	-70.21484375	-70.263671875	-70.947265625
10.4	-85.205078125	-68.017578125	-69.23828125	-69.677734375	-70.21484375	-70.263671875	-70.947265625
10.6	-85.205078125	-67.96875	-69.23828125	-69.677734375	-70.21484375	-70.3125	-70.947265625
10.8	-85.15625	-67.96875	-69.23828125	-69.62890625	-70.263671875	-70.3125	-70.947265625
11	-85.15625	-67.96875	-69.189453125	-69.62890625	-70.263671875	-70.263671875	-70.947265625
11.2	-85.15625	-67.96875	-69.189453125	-69.62890625	-70.263671875	-70.263671875	-70.99609375
11.4	-85.15625	-67.96875	-69.189453125	-69.62890625	-70.21484375	-70.263671875	-70.99609375
11.6	-85.15625	-67.96875	-69.23828125	-69.62890625	-70.263671875	-70.263671875	-70.99609375
11.8	-85.15625	-67.919921875	-69.23828125	-69.677734375	-70.21484375	-70.3125	-70.99609375
12	-85.15625	-67.96875	-69.189453125	-69.677734375	-70.263671875	-70.3125	-70.99609375
12.2	-85.15625	-67.96875	-69.23828125	-69.677734375	-70.263671875	-70.3125	-70.99609375
12.4	-85.15625	-68.017578125	-69.23828125	-69.677734375	-70.21484375	-70.3125	-70.99609375
12.6	-85.15625	-67.96875	-69.23828125	-69.677734375	-70.21484375	-70.263671875	-70.99609375
12.8	-85.15625	-67.96875	-69.23828125	-69.677734375	-70.166015625	-70.263671875	-71.044921875
13	-85.15625	-67.96875	-69.23828125	-69.580078125	-70.21484375	-70.263671875	-71.044921875
13.2	-85.15625	-67.96875	-69.287109375	-69.62890625	-70.263671875	-70.3125	-70.947265625
13.4	-85.15625	-67.96875	-69.287109375	-69.62890625	-70.166015625	-70.3125	-70.947265625
13.6	-85.15625	-67.96875	-69.287109375	-69.580078125	-70.166015625	-70.3125	-70.947265625
13.8	-85.15625	-67.96875	-69.287109375	-69.62890625	-70.21484375	-70.361328125	-70.947265625
14	-85.15625	-67.919921875	-69.287109375	-69.62890625	-70.166015625	-70.263671875	-70.99609375
14.2	-85.15625	-67.919921875	-69.23828125	-69.62890625	-70.21484375	-70.263671875	-70.99609375
14.4	-85.205078125	-67.87109375	-69.23828125	-69.62890625	-70.21484375	-70.21484375	-70.947265625
14.6	-85.15625	-67.919921875	-69.23828125	-69.62890625	-70.166015625	-70.263671875	-70.99609375
14.8	-85.15625	-67.919921875	-69.23828125	-69.62890625	-70.166015625	-70.263671875	-70.99609375
15	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.947265625
15.2	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.947265625
15.4	-85.15625	-67.919921875	-69.189453125	-69.580078125	-70.21484375	-70.3125	-70.947265625
15.6	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.166015625	-70.3125	-70.8984375
15.8	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.166015625	-70.3125	-70.8984375
16	-85.107421875	-67.87109375	-69.23828125	-69.62890625	-70.166015625	-70.3125	-70.8984375
16.2	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.849609375
16.4	-85.15625	-67.87109375	-69.23828125	-69.62890625	-70.166015625	-70.263671875	-70.8984375
16.6	-85.15625	-67.87109375	-69.287109375	-69.677734375	-70.21484375	-70.3125	-70.8984375
16.8	-85.15625	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.8984375
17	-85.107421875	-67.87109375	-69.287109375	-69.62890625	-70.21484375	-70.3125	-70.8984375
17.2	-85.107421875	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.947265625
17.4	-85.107421875	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.3125	-70.947265625
17.6	-85.107421875	-67.87109375	-69.287109375	-69.580078125	-70.21484375	-70.3125	-70.8984375
17.8	-85.107421875	-67.87109375	-69.287109375	-69.62890625	-70.21484375	-70.3125	-70.947265625
18	-85.107421875	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.361328125	-70.947265625
18.2	-85.107421875	-67.87109375	-69.23828125	-69.580078125	-70.21484375	-70.361328125	-70.8984375
18.4	-85.107421875	-67.822265625	-69.189453125	-69.62890625	-70.21484375	-70.361328125	-70.8984375
18.6	-85.107421875	-67.822265625	-69.23828125	-69.62890625	-70.21484375	-70.3125	-70.8984375
18.8	-85.107421875	-67.822265625	-69.189453125	-69.62890625	-70.166015625	-70.3125	-70.947265625
19	-85.107421875	-67.822265625	-69.189453125	-69.580078125	-70.21484375	-70.3125	-70.8984375
19.2	-85.05859375	-67.822265625	-69.189453125	-69.62890625	-70.166015625	-70.3125	-70.8984375
19.4	-85.107421875	-67.87109375	-69.23828125	-69.62890625	-70.166015625	-70.3125	-70.849609375
19.6	-85.107421875	-67.87109375	-69.23828125	-69.62890625	-70.166015625	-70.361328125	-70.8984375
19.8	-85.107421875	-67.87109375	-69.189453125	-69.62890625	-70.166015625	-70.361328125	-70.8984375
20	-85.05859375	-67.87109375	-69.23828125	-69.677734375	-70.166015625	-70.3125	-70.849609375
20.2	-85.05859375	-67.919921875	-69.287109375	-69.677734375	-70.21484375	-70.361328125	-70.8984375
20.4	-85.05859375	-67.87109375	-69.287109375	-69.62890625	-70.21484375	-70.361328125	-70.849609375
20.6	-85.05859375	-67.919921875	-69.287109375	-69.62890625	-70.21484375	-70.361328125	-70.849609375
20.8	-85.05859375	-67.919921875	-69.3359375	-69.62890625	-70.166015625	-70.361328125	-70.849609375
21	-85.107421875	-67.919921875	-69.287109375	-69.62890625	-70.21484375	-70.3125	-70.849609375
21.2	-85.107421875	-67.87109375	-69.287109375	-69.62890625	-70.166015625	-70.3125	-70.80078125
