0	-75.29296875	-64.697265625	-65.283203125	-66.796875	-67.236328125	-67.3828125	-68.603515625	-69.3359375	-69.970703125
0.2	-75.29296875	-64.697265625	-65.283203125	-66.796875	-67.236328125	-67.333984375	-68.603515625	-69.3359375	-69.921875
0.4	-75.29296875	-64.74609375	-65.283203125	-66.796875	-67.236328125	-67.333984375	-68.603515625	-69.287109375	-69.921875
0.6	-75.29296875	-64.697265625	-65.234375	-66.845703125	-67.236328125	-67.333984375	-68.603515625	-69.287109375	-69.921875
0.8	-75.244140625	-64.6484375	-65.283203125	-66.796875	-67.1875	-67.333984375	-68.603515625	-69.287109375	-69.921875
1	-75.244140625	-64.697265625	-65.283203125	-66.796875	-67.236328125	-67.28515625	-68.5546875	-69.3359375	-69.921875
1.2	-75.1953125	-64.697265625	-65.283203125	-66.796875	-67.28515625	-67.333984375	-68.603515625	-69.3359375	-69.921875
1.4	-75.146484375	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.3828125	-68.603515625	-69.287109375	-69.921875
1.6	-75.146484375	-64.697265625	-65.283203125	-66.796875	-67.1875	-67.3828125	-68.5546875	-69.287109375	-69.921875
1.8	-75.146484375	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.333984375	-68.5546875	-69.287109375	-69.921875
2	-75.048828125	-64.74609375	-65.33203125	-66.845703125	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.873046875
2.2	-75.048828125	-64.697265625	-65.33203125	-66.845703125	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.921875
2.4	-75.048828125	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.921875
2.6	-75	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.431640625	-68.5546875	-69.23828125	-69.921875
2.8	-75	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.921875
3	-75	-64.697265625	-65.33203125	-66.796875	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.921875
3.2	-75	-64.697265625	-65.380859375	-66.845703125	-67.28515625	-67.431640625	-68.5546875	-69.287109375	-69.873046875
3.4	-75	-64.697265625	-65.380859375	-66.796875	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.873046875
3.6	-75	-64.697265625	-65.380859375	-66.845703125	-67.28515625	-67.431640625	-68.505859375	-69.23828125	-69.873046875
3.8	-75	-64.697265625	-65.380859375	-66.845703125	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.873046875
4	-75	-64.697265625	-65.380859375	-66.845703125	-67.236328125	-67.431640625	-68.505859375	-69.287109375	-69.873046875
4.2	-75	-64.697265625	-65.4296875	-66.845703125	-67.236328125	-67.431640625	-68.505859375	-69.287109375	-69.873046875
4.4	-75	-64.697265625	-65.4296875	-66.845703125	-67.236328125	-67.431640625	-68.505859375	-69.287109375	-69.873046875
4.6	-74.951171875	-64.697265625	-65.4296875	-66.796875	-67.236328125	-67.431640625	-68.505859375	-69.287109375	-69.873046875
4.8	-75	-64.697265625	-65.4296875	-66.796875	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.873046875
5	-74.951171875	-64.697265625	-65.4296875	-66.796875	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.873046875
5.2	-74.90234375	-64.697265625	-65.4296875	-66.796875	-67.28515625	-67.431640625	-68.5546875	-69.23828125	-69.873046875
5.4	-74.951171875	-64.697265625	-65.4296875	-66.748046875	-67.236328125	-67.3828125	-68.5546875	-69.287109375	-69.873046875
5.6	-75	-64.74609375	-65.4296875	-66.796875	-67.236328125	-67.431640625	-68.505859375	-69.3359375	-69.873046875
5.8	-74.951171875	-64.74609375	-65.478515625	-66.796875	-67.236328125	-67.431640625	-68.505859375	-69.287109375	-69.82421875
6	-75	-64.697265625	-65.478515625	-66.796875	-67.28515625	-67.431640625	-68.505859375	-69.287109375	-69.873046875
6.2	-74.951171875	-64.74609375	-65.478515625	-66.748046875	-67.28515625	-67.431640625	-68.505859375	-69.3359375	-69.873046875
6.4	-75	-64.74609375	-65.478515625	-66.796875	-67.28515625	-67.431640625	-68.505859375	-69.3359375	-69.82421875
6.6	-74.951171875	-64.74609375	-65.478515625	-66.796875	-67.236328125	-67.431640625	-68.505859375	-69.3359375	-69.775390625
6.8	-74.951171875	-64.74609375	-65.478515625	-66.748046875	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.873046875
7	-75	-64.74609375	-65.478515625	-66.796875	-67.28515625	-67.431640625	-68.5546875	-69.3359375	-69.873046875
7.2	-75	-64.74609375	-65.52734375	-66.796875	-67.236328125	-67.431640625	-68.5546875	-69.287109375	-69.873046875
7.4	-75	-64.74609375	-65.478515625	-66.748046875	-67.236328125	-67.431640625	-68.505859375	-69.3359375	-69.873046875
7.6	-75.048828125	-64.794921875	-65.478515625	-66.748046875	-67.236328125	-67.431640625	-68.505859375	-69.3359375	-69.873046875
7.8	-75.048828125	-64.74609375	-65.478515625	-66.748046875	-67.236328125	-67.431640625	-68.505859375	-69.3359375	-69.873046875
8	-75.048828125	-64.74609375	-65.478515625	-66.796875	-67.236328125	-67.431640625	-68.505859375	-69.384765625	-69.82421875
8.2	-75	-64.74609375	-65.52734375	-66.796875	-67.28515625	-67.48046875	-68.505859375	-69.3359375	-69.82421875
8.4	-75.048828125	-64.74609375	-65.478515625	-66.796875	-67.28515625	-67.431640625	-68.5546875	-69.3359375	-69.873046875
8.6	-75	-64.74609375	-65.52734375	-66.796875	-67.28515625	-67.48046875	-68.505859375	-69.3359375	-69.873046875
8.8	-75.048828125	-64.74609375	-65.52734375	-66.748046875	-67.28515625	-67.48046875	-68.505859375	-69.3359375	-69.873046875
9	-75.048828125	-64.74609375	-65.52734375	-66.796875	-67.236328125	-67.48046875	-68.505859375	-69.3359375	-69.82421875
9.2	-75.048828125	-64.74609375	-65.576171875	-66.796875	-67.28515625	-67.48046875	-68.505859375	-69.3359375	-69.82421875
9.4	-75.048828125	-64.74609375	-65.52734375	-66.796875	-67.333984375	-67.529296875	-68.505859375	-69.3359375	-69.82421875
9.6	-75.09765625	-64.697265625	-65.576171875	-66.796875	-67.28515625	-67.48046875	-68.505859375	-69.287109375	-69.775390625
9.8	-75.09765625	-64.74609375	-65.52734375	-66.796875	-67.333984375	-67.529296875	-68.505859375	-69.287109375	-69.82421875
10	-75.09765625	-64.74609375	-65.52734375	-66.845703125	-67.333984375	-67.48046875	-68.505859375	-69.3359375	-69.82421875
10.2	-75.09765625	-64.74609375	-65.52734375	-66.845703125	-67.28515625	-67.529296875	-68.505859375	-69.3359375	-69.82421875
10.4	-75.09765625	-64.794921875	-65.52734375	-66.845703125	-67.333984375	-67.529296875	-68.5546875	-69.384765625	-69.775390625
10.6	-75.146484375	-64.794921875	-65.576171875	-66.845703125	-67.333984375	-67.529296875	-68.505859375	-69.3359375	-69.82421875
10.8	-75.146484375	-64.74609375	-65.576171875	-66.845703125	-67.333984375	-67.529296875	-68.505859375	-69.3359375	-69.82421875
11	-75.146484375	-64.794921875	-65.576171875	-66.845703125	-67.28515625	-67.529296875	-68.5546875	-69.3359375	-69.82421875
11.2	-75.1953125	-64.794921875	-65.625	-66.89453125	-67.333984375	-67.578125	-68.5546875	-69.3359375	-69.82421875
11.4	-75.146484375	-64.74609375	-65.576171875	-66.89453125	-67.28515625	-67.529296875	-68.505859375	-69.287109375	-69.82421875
11.6	-75.146484375	-64.794921875	-65.576171875	-66.89453125	-67.28515625	-67.48046875	-68.5546875	-69.3359375	-69.873046875
11.8	-75.146484375	-64.74609375	-65.576171875	-66.943359375	-67.333984375	-67.529296875	-68.5546875	-69.3359375	-69.82421875
12	-75.146484375	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.578125	-68.5546875	-69.3359375	-69.82421875
12.2	-75.146484375	-64.74609375	-65.576171875	-66.943359375	-67.333984375	-67.529296875	-68.603515625	-69.3359375	-69.82421875
12.4	-75.146484375	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.529296875	-68.5546875	-69.3359375	-69.82421875
12.6	-75.146484375	-64.697265625	-65.576171875	-66.943359375	-67.28515625	-67.48046875	-68.603515625	-69.3359375	-69.82421875
12.8	-75.146484375	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.48046875	-68.5546875	-69.384765625	-69.82421875
13	-75.146484375	-64.74609375	-65.52734375	-66.9921875	-67.28515625	-67.48046875	-68.603515625	-69.3359375	-69.82421875
13.2	-75.09765625	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.529296875	-68.5546875	-69.3359375	-69.82421875
13.4	-75.09765625	-64.74609375	-65.52734375	-66.943359375	-67.333984375	-67.529296875	-68.603515625	-69.384765625	-69.82421875
13.6	-75.09765625	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.529296875	-68.603515625	-69.3359375	-69.82421875
13.8	-75.146484375	-64.74609375	-65.52734375	-66.9921875	-67.28515625	-67.529296875	-68.603515625	-69.3359375	-69.82421875
14	-75.09765625	-64.794921875	-65.52734375	-66.943359375	-67.28515625	-67.529296875	-68.603515625	-69.3359375	-69.775390625
14.2	-75.146484375	-64.74609375	-65.52734375	-66.89453125	-67.333984375	-67.578125	-68.603515625	-69.287109375	-69.82421875
14.4	-75.09765625	-64.794921875	-65.52734375	-66.943359375	-67.333984375	-67.578125	-68.603515625	-69.287109375	-69.82421875
14.6	-75.09765625	-64.74609375	-65.52734375	-66.943359375	-67.28515625	-67.529296875	-68.603515625	-69.3359375	-69.82421875
14.8	-75.09765625	-64.74609375	-65.52734375	-66.943359375	-67.333984375	-67.578125	-68.603515625	-69.287109375	-69.82421875
15	-75.146484375	-64.74609375	-65.52734375	-66.943359375	-67.333984375	-67.578125	-68.603515625	-69.287109375	-69.82421875
15.2	-75.146484375	-64.794921875	-65.478515625	-66.943359375	-67.333984375	-67.529296875	-68.603515625	-69.287109375	-69.82421875
15.4	-75.1953125	-64.74609375	-65.478515625	-66.943359375	-67.28515625	-67.578125	-68.603515625	-69.23828125	-69.82421875
15.6	-75.1953125	-64.74609375	-65.52734375	-66.943359375	-67.28515625	-67.578125	-68.603515625	-69.287109375	-69.82421875
15.8	-75.1953125	-64.794921875	-65.52734375	-66.943359375	-67.28515625	-67.529296875	-68.603515625	-69.287109375	-69.82421875
16	-75.146484375	-64.74609375	-65.52734375	-66.9921875	-67.28515625	-67.578125	-68.65234375	-69.287109375	-69.82421875
16.2	-75.146484375	-64.74609375	-65.52734375	-66.943359375	-67.333984375	-67.578125	-68.603515625	-69.287109375	-69.873046875
16.4	-75.244140625	-64.74609375	-65.52734375	-66.943359375	-67.333984375	-67.626953125	-68.65234375	-69.3359375	-69.873046875
16.6	-75.1953125	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.626953125	-68.603515625	-69.287109375	-69.82421875
16.8	-75.1953125	-64.74609375	-65.576171875	-66.9921875	-67.28515625	-67.626953125	-68.65234375	-69.287109375	-69.873046875
17	-75.1953125	-64.74609375	-65.576171875	-66.9921875	-67.28515625	-67.578125	-68.65234375	-69.287109375	-69.873046875
17.2	-75.1953125	-64.74609375	-65.576171875	-66.943359375	-67.28515625	-67.626953125	-68.65234375	-69.287109375	-69.873046875
17.4	-75.146484375	-64.74609375	-65.625	-66.9921875	-67.333984375	-67.626953125	-68.65234375	-69.287109375	-69.873046875
17.6	-75.146484375	-64.74609375	-65.576171875	-66.9921875	-67.333984375	-67.626953125	-68.65234375	-69.287109375	-69.873046875
17.8	-75.1953125	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.626953125	-68.65234375	-69.287109375	-69.873046875
18	-75.1953125	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.67578125	-68.65234375	-69.287109375	-69.873046875
18.2	-75.1953125	-64.74609375	-65.625	-67.041015625	-67.28515625	-67.67578125	-68.603515625	-69.287109375	-69.873046875
18.4	-75.244140625	-64.74609375	-65.673828125	-66.9921875	-67.236328125	-67.67578125	-68.603515625	-69.287109375	-69.873046875
18.6	-75.1953125	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.67578125	-68.65234375	-69.287109375	-69.921875
18.8	-75.244140625	-64.74609375	-65.625	-66.9921875	-67.333984375	-67.67578125	-68.603515625	-69.3359375	-69.873046875
19	-75.29296875	-64.697265625	-65.625	-67.041015625	-67.28515625	-67.67578125	-68.65234375	-69.287109375	-69.921875
19.2	-75.244140625	-64.74609375	-65.673828125	-66.9921875	-67.236328125	-67.67578125	-68.603515625	-69.287109375	-69.873046875
19.4	-75.244140625	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.724609375	-68.603515625	-69.3359375	-69.921875
19.6	-75.244140625	-64.74609375	-65.625	-67.041015625	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.921875
19.8	-75.244140625	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.724609375	-68.603515625	-69.287109375	-69.873046875
20	-75.29296875	-64.74609375	-65.673828125	-67.041015625	-67.28515625	-67.7734375	-68.603515625	-69.3359375	-69.921875
20.2	-75.29296875	-64.74609375	-65.673828125	-67.041015625	-67.333984375	-67.724609375	-68.65234375	-69.287109375	-69.921875
20.4	-75.29296875	-64.794921875	-65.673828125	-66.9921875	-67.28515625	-67.724609375	-68.65234375	-69.287109375	-69.921875
20.6	-75.341796875	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.7734375	-68.65234375	-69.23828125	-69.921875
20.8	-75.29296875	-64.74609375	-65.673828125	-66.9921875	-67.28515625	-67.724609375	-68.65234375	-69.287109375	-69.921875
21	-75.29296875	-64.74609375	-65.625	-66.9921875	-67.28515625	-67.724609375	-68.603515625	-69.287109375	-69.873046875
21.2	-75.341796875	-64.794921875	-65.625	-66.9921875	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.970703125
21.4	-75.341796875	-64.794921875	-65.673828125	-67.041015625	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.921875
21.6	-75.29296875	-64.794921875	-65.673828125	-66.9921875	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.921875
21.8	-75.341796875	-64.794921875	-65.673828125	-66.9921875	-67.333984375	-67.7734375	-68.5546875	-69.287109375	-69.921875
22	-75.390625	-64.794921875	-65.673828125	-66.9921875	-67.333984375	-67.7734375	-68.5546875	-69.287109375	-69.921875
22.2	-75.390625	-64.74609375	-65.673828125	-66.9921875	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.921875
22.4	-75.390625	-64.794921875	-65.673828125	-66.9921875	-67.333984375	-67.7734375	-68.5546875	-69.287109375	-69.921875
22.6	-75.390625	-64.794921875	-65.673828125	-67.041015625	-67.333984375	-67.724609375	-68.603515625	-69.23828125	-69.921875
22.8	-75.390625	-64.794921875	-65.673828125	-67.041015625	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.873046875
23	-75.390625	-64.794921875	-65.72265625	-66.9921875	-67.333984375	-67.7734375	-68.5546875	-69.287109375	-69.921875
23.2	-75.439453125	-64.794921875	-65.72265625	-67.041015625	-67.333984375	-67.7734375	-68.603515625	-69.23828125	-69.921875
23.4	-75.439453125	-64.794921875	-65.72265625	-66.9921875	-67.28515625	-67.724609375	-68.603515625	-69.23828125	-69.921875
23.6	-75.439453125	-64.794921875	-65.673828125	-67.041015625	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.921875
23.8	-75.439453125	-64.794921875	-65.72265625	-66.9921875	-67.28515625	-67.7734375	-68.603515625	-69.287109375	-69.921875
24	-75.439453125	-64.794921875	-65.72265625	-67.041015625	-67.333984375	-67.724609375	-68.603515625	-69.287109375	-69.873046875
24.2	-75.48828125	-64.74609375	-65.72265625	-67.041015625	-67.28515625	-67.7734375	-68.603515625	-69.287109375	-69.921875
24.4	-75.48828125	-64.74609375	-65.72265625	-66.9921875	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.921875
24.6	-75.48828125	-64.74609375	-65.72265625	-66.9921875	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.921875
24.8	-75.439453125	-64.74609375	-65.72265625	-67.041015625	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.921875
25	-75.439453125	-64.74609375	-65.72265625	-66.9921875	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.873046875
25.2	-75.48828125	-64.794921875	-65.72265625	-66.9921875	-67.333984375	-67.7734375	-68.603515625	-69.287109375	-69.921875
25.4	-75.439453125	-64.794921875	-65.771484375	-67.041015625	-67.3828125	-67.7734375	-68.5546875	-69.287109375	-69.873046875
25.6	-75.48828125	-64.794921875	-65.771484375	-67.041015625	-67.3828125	-67.7734375	-68.5546875	-69.287109375	-69.921875
25.8	-75.48828125	-64.794921875	-65.771484375	-67.041015625	-67.333984375	-67.822265625	-68.603515625	-69.287109375	-69.921875
26	-75.48828125	-64.84375	-65.72265625	-67.041015625	-67.333984375	-67.822265625	-68.603515625	-69.287109375	-69.921875
26.2	-75.48828125	-64.794921875	-65.771484375	-66.9921875	-67.3828125	-67.822265625	-68.603515625	-69.287109375	-69.921875
26.4	-75.537109375	-64.794921875	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.65234375	-69.287109375	-69.921875
26.6	-75.537109375	-64.84375	-65.771484375	-66.9921875	-67.3828125	-67.822265625	-68.603515625	-69.3359375	-69.921875
26.8	-75.537109375	-64.84375	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.5546875	-69.287109375	-69.921875
27	-75.537109375	-64.84375	-65.673828125	-66.943359375	-67.3828125	-67.822265625	-68.603515625	-69.287109375	-69.873046875
27.2	-75.537109375	-64.84375	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.603515625	-69.287109375	-69.873046875
27.4	-75.537109375	-64.84375	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.603515625	-69.23828125	-69.921875
27.6	-75.537109375	-64.84375	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.603515625	-69.23828125	-69.873046875
27.8	-75.537109375	-64.892578125	-65.72265625	-66.9921875	-67.3828125	-67.822265625	-68.65234375	-69.287109375	-69.873046875
28	-75.537109375	-64.892578125	-65.72265625	-66.9921875	-67.3828125	-67.7734375	-68.603515625	-69.287109375	-69.873046875
