0	-69.775390625	-69.970703125	-70.1171875	-70.166015625	-70.5078125	-70.703125	-70.60546875	-70.947265625	-71.337890625	-71.19140625
0.2	-69.775390625	-69.970703125	-70.1171875	-70.166015625	-70.5078125	-70.703125	-70.556640625	-70.947265625	-71.337890625	-71.19140625
0.4	-69.82421875	-69.970703125	-70.166015625	-70.166015625	-70.5078125	-70.703125	-70.60546875	-70.947265625	-71.337890625	-71.19140625
0.6	-69.82421875	-69.970703125	-70.166015625	-70.166015625	-70.5078125	-70.703125	-70.60546875	-70.947265625	-71.337890625	-71.19140625
0.8	-69.82421875	-70.01953125	-70.166015625	-70.166015625	-70.5078125	-70.751953125	-70.654296875	-70.99609375	-71.337890625	-71.240234375
1	-69.82421875	-69.970703125	-70.166015625	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.99609375	-71.337890625	-71.240234375
1.2	-69.82421875	-70.01953125	-70.166015625	-70.166015625	-70.458984375	-70.751953125	-70.60546875	-70.947265625	-71.337890625	-71.240234375
1.4	-69.82421875	-70.01953125	-70.166015625	-70.21484375	-70.458984375	-70.751953125	-70.60546875	-70.8984375	-71.337890625	-71.240234375
1.6	-69.82421875	-70.01953125	-70.166015625	-70.166015625	-70.5078125	-70.703125	-70.60546875	-70.8984375	-71.337890625	-71.240234375
1.8	-69.82421875	-69.970703125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.8984375	-71.2890625	-71.240234375
2	-69.82421875	-70.01953125	-70.1171875	-70.1171875	-70.458984375	-70.751953125	-70.60546875	-70.849609375	-71.337890625	-71.240234375
2.2	-69.82421875	-70.01953125	-70.1171875	-70.1171875	-70.458984375	-70.751953125	-70.60546875	-70.849609375	-71.2890625	-71.19140625
2.4	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.654296875	-70.80078125	-71.337890625	-71.19140625
2.6	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.458984375	-70.751953125	-70.60546875	-70.849609375	-71.337890625	-71.240234375
2.8	-69.82421875	-69.970703125	-70.166015625	-70.166015625	-70.5078125	-70.751953125	-70.556640625	-70.80078125	-71.38671875	-71.19140625
3	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.80078125	-71.337890625	-71.19140625
3.2	-69.873046875	-70.01953125	-70.068359375	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.80078125	-71.337890625	-71.240234375
3.4	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.80078125	-71.337890625	-71.240234375
3.6	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.80078125	-71.337890625	-71.240234375
3.8	-69.82421875	-70.01953125	-70.068359375	-70.21484375	-70.5078125	-70.751953125	-70.60546875	-70.849609375	-71.337890625	-71.19140625
4	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.80078125	-71.38671875	-71.19140625
4.2	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.556640625	-70.751953125	-70.60546875	-70.80078125	-71.38671875	-71.19140625
4.4	-69.82421875	-70.01953125	-70.1171875	-70.166015625	-70.5078125	-70.751953125	-70.60546875	-70.751953125	-71.337890625	-71.240234375
4.6	-69.82421875	-69.970703125	-70.166015625	-70.21484375	-70.5078125	-70.80078125	-70.654296875	-70.751953125	-71.38671875	-71.240234375
